,word,total_times,proportion,aver_ret
3799,frank,809,0.5166872682323856,0.001098384690121115
3800,krogsgaard,18,0.5555555555555556,-0.002567222230117245
3801,enu,8,0.375,0.0012011423101484754
3802,heliport,2,1.0,0.016855673206896515
3803,kwanda,2,0.0,-0.001295839069910781
3804,wisner,1,1.0,0.0042155550471258355
3805,newsjapanes,1,1.0,0.0054431641976615906
3806,qpcr,1,1.0,0.07044928681666253
3807,jtfg,1,0.0,-0.007262809601923913
3808,wortham,1,0.0,-0.0021500215882352272
3809,hydrochlor,1,0.0,-0.0047076095140343825
3810,downtim,64,0.421875,-0.008433072135504751
3811,mucous,1,0.0,-0.157669337292683
3812,linoleum,1,0.0,-0.01959859092770641
3813,enex,1,0.0,-0.004618561132387353
3814,chargeback,1,1.0,0.005148508097475596
3815,varden,1,1.0,0.021668901358778647
3816,luckiest,5,0.4,-0.0028130251457376488
3817,therascreen,2,0.5,-0.00019256096586685615
3818,gschaider,2,0.5,0.002752457138113021
3819,bitartr,4,1.0,0.024966160683655945
3820,reconnect,15,0.5333333333333333,-0.0236638708640027
3821,agaev,4,0.0,-0.028156847808071945
3822,ctil,4,0.5,-0.0036521478425352943
3823,fireman,13,0.5384615384615384,-0.0019970607267931944
3824,suderman,6,0.6666666666666666,0.002907623034598092
3825,ooc,1,1.0,0.009453735815144049
3826,alternativa,1,0.0,-0.001834119654693063
3827,arbelaez,5,1.0,0.012251226062000043
3828,nozaki,1,0.0,-0.008999470218076826
3829,brewdog,1,0.0,-0.02445348745545797
3830,oreshkin,1,0.0,-0.003314686349131041
3831,vamil,20,0.35,0.0021918450408386766
3832,zuger,1,1.0,0.009720086337756523
3833,beischer,3,0.0,-0.003158368343171234
3834,summ,1,1.0,0.03042888700000008
3835,stud,16,0.5,0.018671671708394212
3836,etica,1,0.0,-0.007141518906759869
3837,aprepit,1,0.0,-0.05673924360806916
3838,spahr,7,0.7142857142857143,0.0004572722466570642
3839,boetger,1,0.0,-0.01523452749073056
3840,faang,84,0.39285714285714285,-0.009682630446811388
3841,giochi,11,0.6363636363636364,0.0003252229517724015
3842,bittner,6,0.5,-0.004629582179147292
3843,anglo,766,0.46344647519582244,-0.0012707591957023686
3844,holleran,3,0.0,-0.06959875189216537
3845,trxfldglpuinvm,2,1.0,0.006605054745703541
3846,mpa,5,0.2,-0.01197247400239097
3847,kolean,1,0.0,-0.02103020066887421
3848,schmechel,1,0.0,-0.00022278382003030963
3849,queen,92,0.41304347826086957,-0.0027196385176113096
3850,cref,4,0.25,-0.004270038069050623
3851,eletran,2,1.0,0.0009747195223726561
3852,backped,3,0.0,-0.009002924413079434
3853,mutoshi,1,0.0,-0.01607153762406013
3854,board,11292,0.5002656748140276,0.0008020468923428856
3855,heaviest,34,0.3235294117647059,-0.012612978324530165
3856,fernley,1,0.0,-0.012094019101736957
3857,jayda,1,1.0,0.019437724429497514
3858,marwan,4,0.25,0.0035874312984349047
3859,imco,1,1.0,0.03252173991066982
3860,dlm,1,1.0,0.0962264587058824
3861,wenyu,2,0.5,-0.0016017901362609505
3862,adelphi,1,1.0,0.0007827226586056674
3863,powerad,6,0.8333333333333334,0.003362888726010739
3864,sourcestoshiba,1,0.0,-0.016398011805833158
3865,cipollon,1,0.0,-0.007028513581395371
3866,subarachnoid,1,0.0,-0.007775254297872285
3867,libor,312,0.483974358974359,-0.0010723019354935187
3868,aaemr,1,1.0,0.0010378438910012458
3869,nucleotid,1,0.0,-0.008167960204472932
3870,millicom,17,0.5882352941176471,-0.0009513098277954358
3871,altmin,1,0.0,-0.006018665174355976
3872,dein,1,1.0,0.01961633456462581
3873,razaqzada,1,0.0,-0.006039265248111314
3874,yanto,1,1.0,0.0003497826345809432
3875,hoffler,13,0.46153846153846156,-0.00626511555317961
3876,cullimor,2,0.5,0.01503559659108658
3877,riser,43,0.5813953488372093,0.007818031379325605
3878,kepner,2,1.0,0.04991482287905608
3879,kingsburi,2,0.0,-0.004190455954911
3880,lamb,35,0.5428571428571428,-0.003475565257602821
3881,ocp,2,0.0,-0.0066896235886488966
3882,airview,1,1.0,0.00017244486140508084
3883,competer,1,0.0,-0.19186276178602624
3884,ulis,2,1.0,0.011119947274066889
3885,kolomychenko,2,0.0,-0.008530830185938193
3886,eigenheimbau,1,0.0,-0.018000506256093618
3887,dmz,1,1.0,0.0026598061717990327
3888,iud,2,0.5,0.005546700803206428
3889,oaklin,1,0.0,-0.0025674015902884964
3890,teradyn,2,1.0,0.016607766396778106
3891,proteinuria,3,0.3333333333333333,-0.10396079640557998
3892,herzogenaurach,3,0.3333333333333333,0.0006401134613987971
3893,butt,19,0.3684210526315789,-0.017608529058876263
3894,mtos,1,0.0,-0.000983634
3895,meditech,13,0.5384615384615384,0.013614995349478866
3896,dixtal,1,0.0,-0.00027094213429624224
3897,spokesman,4357,0.45306403488638974,-0.0020487828630989992
3898,doll,42,0.4523809523809524,0.018809168005589405
3899,ovaltin,2,1.0,0.025572415338577684
3900,canakinumab,12,0.5,0.013847431061943622
3901,makoto,12,0.3333333333333333,-0.003339229932944483
3902,repurchas,1908,0.5754716981132075,0.006682695121237485
3903,haverti,12,0.4166666666666667,0.009664231901111228
3904,sante,4,0.25,-0.00834234817543664
3905,yogawear,7,0.7142857142857143,0.016932994930042494
3906,driest,17,0.5294117647058824,-0.0010683199042563457
3907,psd,1,0.0,-0.003424167118959029
3908,xstrata,8,0.5,-0.0064974364305920235
3909,okla,8,0.375,-0.008317235359891442
3910,cgr,1,1.0,0.029643239706957782
3911,lown,1,1.0,0.0015181197907584141
3912,antiguan,2,0.5,-0.004202241793685738
3913,cnp,14,0.42857142857142855,0.0070983512924135865
3914,crinkl,1,0.0,-0.07601379043219263
3915,upson,1,0.0,-0.002520278121961573
3916,cepic,1,1.0,0.004372249104831363
3917,berwick,17,0.5882352941176471,0.0032917762661410794
3918,entr,3,0.6666666666666666,0.010966590888554431
3919,snizhko,1,0.0,-0.014370952642716012
3920,literatur,20,0.5,-0.003880178734345165
3921,hoorn,1,1.0,0.002518686756798783
3922,vivet,4,0.5,-0.0010320427258286766
3923,mlnshare,1,0.0,-0.038688008967033005
3924,veep,4,0.5,0.006625453677382834
3925,marvin,21,0.6666666666666666,0.009315320611898324
3926,rapese,1,0.0,-0.027318344453815268
3927,netarsudil,12,0.5,0.028022530929885544
3928,desox,1,0.0,-0.0036077707225853455
3929,nemera,3,0.6666666666666666,0.006311360142316228
3930,cranework,1,1.0,0.0022360958828827144
3931,optionshawk,1,0.0,-0.008726641541685771
3932,naftan,3,0.6666666666666666,-0.003430009713517973
3933,croiset,2,1.0,0.0007932123826348534
3934,eraldo,3,0.3333333333333333,-0.0042965727564844855
3935,alfamino,1,0.0,-0.02572985375624536
3936,annoucn,1,1.0,0.007385561187607647
3937,seok,4,0.25,-0.009640414006393587
3938,nextdecad,19,0.6842105263157895,-0.0025257276206445173
3939,honor,172,0.4883720930232558,-0.0026983867845637236
3940,polish,143,0.5104895104895105,0.0008898808412518189
3941,mill,545,0.46605504587155966,-0.004675716963909929
3942,glenview,35,0.5142857142857142,0.012360704807138048
3943,sriniva,1,0.0,-0.08880146899020774
3944,unfathom,7,0.14285714285714285,-0.007763405320928668
3945,bascom,3,0.6666666666666666,0.0016972648502461465
3946,hardiman,4,0.25,-0.03259712173915378
3947,filip,8,0.25,-0.004007323793188326
3948,potemkin,1,0.0,-0.0014994568072288462
3949,farmington,10,0.6,-0.0007900870611025464
3950,hongtu,1,1.0,0.004554732473634638
3951,mogu,1,0.0,-0.02775738238301039
3952,fasihuddin,1,0.0,-0.00010483313947979439
3953,viram,1,0.0,-0.009273890860950209
3954,hir,3,0.6666666666666666,0.008050974701799614
3955,effort,4476,0.4912868632707775,-0.0012595571748001597
3956,explicit,150,0.4866666666666667,0.0008235072856988449
3957,unilab,3,0.3333333333333333,0.002458488893254187
3958,wieck,4,0.25,-0.004859246776907695
3959,rova,10,0.2,-0.0097798482368395
3960,fenger,2,1.0,0.004232868785710336
3961,cindrich,2,0.5,-0.0020422158010933392
3962,plop,2,1.0,0.019775217082085586
3963,wennink,19,0.7368421052631579,0.014797462565593097
3964,labo,2,0.5,0.007418534984165882
3965,offcanadian,1,1.0,0.0004487391412379068
3966,cofens,1,0.0,-0.013078824924214444
3967,bunhead,1,0.0,-0.013807685106271657
3968,clessidra,1,0.0,-0.00784305444444457
3969,psychomotor,1,1.0,0.0068856441641468105
3970,abudi,2,1.0,0.01459138757665091
3971,appn,2,0.5,0.004781553462080002
3972,digicert,5,0.8,0.03334600648123548
3973,gardenia,1,1.0,0.008682049811659084
3974,illumin,17,0.4117647058823529,0.001574138769978065
3975,tpca,2,0.0,-0.006149980275293879
3976,tornier,1,1.0,0.007181275325789737
3977,godkin,2,1.0,0.009742190965335663
3978,fulphila,3,0.3333333333333333,0.003879522474034927
3979,ranjit,1,1.0,5.7059300812910975e-05
3980,jhusa,1,0.0,-0.005720642615681976
3981,jeopardis,21,0.5714285714285714,-0.002051590657403582
3982,ololad,1,1.0,0.006594344135429371
3983,oklahoma,376,0.44680851063829785,-0.0033782410613149
3984,horrid,1,1.0,0.02441756164958277
3985,philipovitch,2,0.5,0.012472959901980432
3986,rycmd,2,0.5,-0.01596055669260035
3987,lethal,25,0.72,0.0004455294311426447
3988,inpacto,1,1.0,0.0027427740752324235
3989,chapell,1,0.0,-0.0037377073066161203
3990,moneyfact,1,1.0,0.004182812016977938
3991,microflow,1,1.0,0.00046878329467585226
3992,oblivi,5,0.4,-0.003019445981701472
3993,espress,1,0.0,-0.01276259007119994
3994,billionbritish,1,1.0,0.007520065628647316
3995,raiffeisenbank,2,1.0,0.004536827237981587
3996,sakura,8,0.875,0.0483393630332528
3997,wealthsimpl,1,0.0,-0.014115780470888316
3998,kuster,1,0.0,-0.007405325918837198
3999,schmand,1,0.0,-0.0066740434553414964
4000,vasostrict,4,0.25,-0.05358830712653874
4001,lichtblick,1,1.0,0.005319712419245918
4002,farmac,1,0.0,-0.018051153656641568
4003,virtuous,14,0.42857142857142855,-0.006780849801351289
4004,wold,15,0.3333333333333333,-0.0044362333610772926
4005,tinseth,21,0.6190476190476191,0.003064799502356198
4006,mobic,1,0.0,-0.002923172
4007,operatign,1,0.0,-0.08001474745823392
4008,hirst,1,0.0,-0.015538754089976185
4009,roszel,3,1.0,0.01154588011650483
4010,polyest,8,0.5,0.054318245471709256
4011,johng,1,0.0,-0.010366497956486094
4012,politician,583,0.45454545454545453,-0.0021607627198266866
4013,mercaderia,1,1.0,0.015605389705719331
4014,adami,27,0.48148148148148145,0.07095031337793155
4015,afm,27,0.48148148148148145,0.0023111809285958013
4016,ryman,6,0.0,-0.011930334065350406
4017,andersson,1,0.0,-0.0316149408318068
4018,bengalla,4,0.25,0.0032273186240165054
4019,manikandan,25,0.36,-0.008313165573532158
4020,damiri,9,0.6666666666666666,0.009758581450817143
4021,narayen,5,0.6,0.01529985727568815
4022,medha,132,0.45454545454545453,-0.004282126812564111
4023,goepelt,1,0.0,-0.008939254575523798
4024,biomet,47,0.46808510638297873,0.001812776368147953
4025,slurpe,2,1.0,0.025574428710351944
4026,finio,1,0.0,-0.0026948545365852927
4027,cbn,1,1.0,0.009551550771704245
4028,rizzoli,1,0.0,-0.0009496066968957248
4029,smith,991,0.46316851664984865,-0.0015683021200272233
4030,inspector,226,0.4026548672566372,-0.0035645982060232557
4031,berryman,2,0.5,0.013741094959377552
4032,finig,1,0.0,-0.0007000022881153143
4033,twaronit,8,0.25,-0.009426324659295913
4034,equifax,209,0.5358851674641149,-0.006013886569092564
4035,ipxl,2,1.0,0.006532788263415721
4036,dodero,2,0.0,-0.018412787003341945
4037,calenda,7,0.2857142857142857,-0.0030104851763995788
4038,jsi,2,0.0,-0.005535271947223889
4039,emhart,1,1.0,0.006030195501841695
4040,amylon,1,1.0,0.005981846392523495
4041,sensor,592,0.47635135135135137,-0.0008555393510569413
4042,hood,42,0.5714285714285714,0.0008439499504691565
4043,molchan,1,0.0,-0.04489981633333345
4044,natera,15,0.5333333333333333,0.0069163712259527905
4045,jerico,1,1.0,0.033603396343124134
4046,antenn,1,1.0,0.011009584428571384
4047,tamedia,4,0.25,0.6135888803628495
4048,glaxos,1,1.0,0.01647301177502474
4049,oulet,1,1.0,0.03819738105256237
4050,lienhardt,1,0.0,-0.001817258316297607
4051,haa,20,0.4,-0.010510067082630112
4052,olson,34,0.5882352941176471,0.0028866984289781647
4053,sabatin,2,0.0,-0.06253555452417968
4054,trufocus,1,0.0,-0.1804479731646424
4055,searchlight,13,0.6153846153846154,0.021901595508198417
4056,hanniti,1,1.0,0.004690885603424814
4057,crossbord,2,1.0,0.006271884627653761
4058,helal,2,1.0,0.041623659458021885
4059,abílio,1,0.0,-0.012274408225806421
4060,bluebird,59,0.6271186440677966,0.0037321974419727913
4061,amyotroph,23,0.43478260869565216,0.0497307935236475
4062,mightyh,2,1.0,0.019570210628981635
4063,cramayel,1,0.0,-0.023877619701149343
4064,dkbgn,1,1.0,0.011972827483516498
4065,freund,2,0.5,0.007158469879322952
4066,crusad,13,0.6923076923076923,-0.0057396837292112484
4067,fertilis,34,0.6176470588235294,0.007422056386190804
4068,pago,3,0.3333333333333333,0.004515454790527494
4069,failsadvertis,1,1.0,0.003057572203291293
4070,cccc,2,1.0,0.018675133240653237
4071,adient,60,0.31666666666666665,-0.014725836266293034
4072,arbitrageur,4,0.25,-0.00643553989839239
4073,crédito,2,1.0,0.010026447037658133
4074,acqu,1,1.0,0.03624154435007607
4075,doubter,8,0.625,-0.0012905832803243003
4076,cardiopulmonari,1,0.0,-0.006328568597290569
4077,tajer,12,0.4166666666666667,-0.005359945905524826
4078,hawiyah,2,0.0,-0.006110638584133843
4079,pacora,2,0.0,-0.01860746430320632
4080,alexandro,2,0.0,-0.05437021806291591
4081,ghee,2,1.0,0.009512380803473653
4082,goldin,2,1.0,0.010274930023611135
4083,ladaban,2,1.0,0.020021909051792484
4084,atlanti,15,0.6666666666666666,0.004665752411355542
4085,valen,3,0.6666666666666666,0.013103232578223373
4086,gro,16,0.375,-0.006306374321486443
4087,townsend,15,0.4666666666666667,0.00370225941067208
4088,lommen,2,0.5,-0.0009887884601590589
4089,obstin,3,0.0,-0.003307318763526284
4090,beus,1,1.0,0.039985389175600766
4091,hoima,1,0.0,-0.010585108736823858
4092,pfoa,8,0.375,-0.000730044229292714
4093,hamster,3,0.6666666666666666,0.0037697022677306304
4094,clariant,74,0.47297297297297297,0.0017500396129012745
4095,import,5125,0.49814634146341463,-0.0007255784359364658
4096,cardiosleev,1,0.0,-0.0010564047049303766
4097,optionmetr,1,0.0,-0.008999470218076826
4098,microarchitectur,1,1.0,0.004123389401151111
4099,plutzki,2,0.0,-0.0021368897339110733
4100,skit,1,0.0,-0.0009436075100863238
4101,champin,1,0.0,-0.05384739990217633
4102,corren,2,0.5,0.021750186729618173
4103,messner,2,0.5,0.0014048456183568085
4104,guilbert,1,1.0,0.10078757775642888
4105,serebriakov,2,0.0,-0.0022184958970075195
4106,iir,5,0.4,0.0021513109517441236
4107,scheer,125,0.464,-0.00433284773804721
4108,modola,1,0.0,-0.040108738461538486
4109,tera,3,1.0,0.010110044470263202
4110,wia,1,0.0,-0.01030891980682843
4111,mediolanum,7,0.14285714285714285,-0.006896831553718313
4112,dap,4,0.75,0.020111779629640128
4113,linley,3,0.3333333333333333,0.007071617744989294
4114,galera,1,1.0,0.015605389705719331
4115,cyberknif,2,0.5,-0.02020318449999998
4116,uria,2,0.0,-0.009504332005586664
4117,talib,2,0.5,-0.00014253761437328584
4118,bingb,4,0.5,0.001143686576410222
4119,ekblom,1,1.0,0.003128059303823003
4120,viljoen,1,1.0,0.005380492009384132
4121,abai,1,0.0,-0.00517612503677342
4122,techanlysi,1,0.0,-0.01412586489274048
4123,bankinglloyd,1,0.0,-0.012762411109589051
4124,erdo,13,0.6153846153846154,0.0043009301849590825
4125,inbursa,2,0.5,0.007989949000863573
4126,apologis,62,0.45161290322580644,-0.004014973834561228
4127,maru,4,0.5,0.0012161821261086922
4128,saya,1,1.0,0.007791616525773168
4129,hilux,3,0.3333333333333333,0.0033766727635216568
4130,franklin,343,0.446064139941691,-0.0011220367651536512
4131,encircl,1,0.0,-0.011646980040707263
4132,eke,76,0.5263157894736842,0.0023996188296749404
4133,conger,5,0.4,-0.01108676484202566
4134,petrolífero,1,0.0,-0.003699509167305232
4135,lifeboat,8,0.625,0.001734354583151959
4136,stahlgrub,16,0.375,-0.002534035629253255
4137,economictim,1,1.0,0.002859881005431795
4138,taxay,3,0.6666666666666666,0.00619036647881762
4139,dingfu,1,1.0,0.012934483112582794
4140,bespak,1,0.0,-0.04339893075275928
4141,starl,8,0.125,-0.02481524167412515
4142,dope,11,0.45454545454545453,0.001195556479011274
4143,schubig,1,0.0,-0.00036085166064980426
4144,kimiyoshi,1,0.0,-0.004502360893899266
4145,lishan,1,0.0,-0.014488719252617929
4146,visor,1,0.0,-0.013035780671645092
4147,clubbi,3,0.0,-0.01208893389161987
4148,visalia,2,0.5,-0.07028110011531212
4149,cobot,1,1.0,0.0022273015193467324
4150,akashdeep,1,1.0,0.0003543058531104938
4151,cirp,2,1.0,0.006375538739889435
4152,bon,14,0.5714285714285714,0.00539698577371752
4153,cabinetri,1,1.0,0.03940026722344322
4154,romanet,3,0.6666666666666666,0.0021181693125261404
4155,chanj,10,0.4,-0.00313654586253247
4156,armacel,3,1.0,0.00829827531414401
4157,vlietinck,1,1.0,0.0006249816402814582
4158,sulb,1,0.0,-0.02709061408781854
4159,masayuki,10,0.5,-0.010310769089181757
4160,akihiro,1,1.0,0.00953607969984456
4161,miki,2,0.0,-0.02181606397902103
4162,darlington,6,0.3333333333333333,0.00013158963869702795
4163,newsom,57,0.543859649122807,-0.011829805446931869
4164,nowdeutsch,1,1.0,0.03069836775993085
4165,meirell,5,0.6,-0.014049178966869963
4166,wich,2,0.5,-0.0029797060436959778
4167,holton,83,0.4578313253012048,-0.004988371442158131
4168,epci,14,0.5,0.004955004285653675
4169,devor,1,1.0,0.0037391347546269975
4170,leadershipub,1,1.0,0.0025819469970501732
4171,andexanet,5,0.4,-0.023916258598444932
4172,inzalo,1,1.0,0.013391974795219377
4173,bcfe,55,0.45454545454545453,-0.011973882363906075
4174,guidanc,4710,0.5019108280254777,-0.000675685518972771
4175,conergi,1,0.0,-0.0037085070308369604
4176,oxali,4,0.25,-0.005458589828308821
4177,warba,1,1.0,0.004465218565519907
4178,ltcb,1,1.0,0.003931775206245518
4179,omer,37,0.24324324324324326,-0.007505027894374956
4180,rosenblum,7,0.5714285714285714,-0.01888227871986803
4181,molal,1,0.0,-0.03360134891452985
4182,ceoanheus,1,0.0,-0.014612611606741563
4183,shripal,1,1.0,0.0018806285390040155
4184,leroy,15,0.3333333333333333,-0.0029231610685672158
4185,newr,2,1.0,0.0027345786644399853
4186,manafort,6,0.5,-0.0015829855048102835
4187,handyman,2,0.5,-0.001050240849654071
4188,sonara,1,0.0,-0.044907756976905286
4189,mallorca,1,1.0,0.0003662694111961094
4190,rocanvill,2,0.0,-0.013161407199493949
4191,aircrew,6,0.6666666666666666,0.0011357458372996234
4192,exemplifi,24,0.6666666666666666,0.0024761823083291547
4193,rfid,3,0.6666666666666666,-0.006790094899310088
4194,enteragam,2,1.0,0.022198074039972742
4195,duk,1,0.0,-0.004132895285714319
4196,felber,1,1.0,0.004242211734491156
4197,nynen,1,0.0,-0.02640100980287612
4198,mlnthe,1,1.0,0.012124588576271144
4199,adr,90,0.4888888888888889,0.002747915058516133
4200,saatva,1,1.0,0.004640215158285121
4201,dubuqu,4,0.5,-0.009879742859483068
4202,hazelwood,1,1.0,0.010084679545454538
4203,alphacor,1,0.0,-0.008427886237553294
4204,goetz,2,0.5,-0.0014469225417192075
4205,otak,2,0.5,-0.0037120428842261255
4206,materion,15,0.7333333333333333,0.019340868844709678
4207,siamak,1,1.0,0.0004944461500741682
4208,anticimex,3,0.0,-0.013944506470355986
4209,honi,2,0.5,0.009762469715245428
4210,traurig,6,0.5,0.0005711002825168586
4211,carly,1,0.0,-0.05463830709803922
4212,rhône,2,0.5,-0.00576233084168366
4213,baskut,1,0.0,-0.020511613633042124
4214,leela,9,0.5555555555555556,0.002118032186513071
4215,deutschlandfunk,1,1.0,0.010892168112079685
4216,talkshow,1,0.0,-0.018145980802035062
4217,direxion,1,0.0,-0.005137751327295476
4218,pulpmak,11,0.45454545454545453,0.03667809202053808
4219,uzavtosanoat,1,1.0,0.007165108632773356
4220,pembrok,8,0.625,-0.004249410637981899
4221,biloxi,2,0.5,-0.006688688413370234
4222,hornel,1,1.0,0.0023545409757914125
4223,brijesh,1,0.0,-0.05641077450938872
4224,navistar,97,0.5051546391752577,0.006174559069805928
4225,bajrangi,1,1.0,0.007762026582887776
4226,intragroup,1,1.0,0.008908348959183722
4227,nile,15,0.4,-0.002247161124606401
4228,crimmin,32,0.34375,-0.004709851466666385
4229,grub,5,0.8,0.07010604329141365
4230,knicker,1,0.0,-0.02446503444283498
4231,valhi,9,0.5555555555555556,0.003122829933141741
4232,northeast,258,0.4496124031007752,-0.0009985434399500265
4233,remeasur,35,0.6,0.008918791359283388
4234,antagonist,38,0.5,-0.02089677706221303
4235,signal,1542,0.5103761348897535,-0.0009823154157163508
4236,bayko,2,1.0,0.6163349993519728
4237,kearl,8,0.875,0.0065944451733466955
4238,desrayaud,2,0.5,0.006885117619751489
4239,zahran,1,0.0,-0.004966680552486241
4240,arbor,52,0.4423076923076923,-0.00028379071771594995
4241,vatin,1,1.0,0.023499169387914333
4242,hindlian,1,0.0,-0.00688031345868944
4243,sobi,10,0.7,0.00884139797752128
4244,bapa,1,0.0,-0.01678446386838088
4245,geofield,1,0.0,-0.0016458280343740461
4246,vilanterol,4,0.25,-0.001111744853855575
4247,zetsch,19,0.47368421052631576,0.0003824104754404015
4248,nunez,5,0.6,0.0035404377725159184
4249,urumqi,3,0.6666666666666666,0.010665196155631893
4250,qhccs,1,1.0,0.028286297692307564
4251,guizhou,16,0.5,0.0027997514636848558
4252,folkwein,1,0.0,-0.003571911827682383
4253,gayo,1,0.0,-0.002549792108549529
4254,encrypt,112,0.4732142857142857,-0.0005895140848363788
4255,mcveigh,2,0.0,-0.006091598934370272
4256,enquest,11,0.8181818181818182,0.003349705174661524
4257,bpea,7,0.2857142857142857,-0.0056333468486828965
4258,dover,52,0.5384615384615384,-0.0038067333626078622
4259,wanna,1,1.0,0.009938475802182763
4260,phwrs,1,0.0,-0.016414091727272782
4261,ziggi,2,0.5,0.059281944700496504
4262,jennif,297,0.5117845117845118,0.0017106411461076294
4263,strom,1,1.0,0.01705743196124024
4264,citco,1,1.0,0.0011235408161083212
4265,laic,1,0.0,-0.09336940246142217
4266,dtek,1,0.0,-0.015370801959183703
4267,bridgehead,2,0.5,0.020642425113162114
4268,xyrem,14,0.7142857142857143,0.047616831889550335
4269,kftk,2,1.0,0.08425601873111715
4270,narrat,99,0.42424242424242425,-0.004443503752740097
4271,sika,27,0.3333333333333333,0.003409750175855694
4272,kaufman,12,0.16666666666666666,-0.029926933945043685
4273,beano,1,0.0,-0.006039265248111314
4274,pillar,149,0.5100671140939598,-0.001715664407359285
4275,narvekar,1,0.0,-0.0034344332526495807
4276,resolv,2048,0.5146484375,0.001395532862962469
4277,bankruptci,1316,0.48936170212765956,0.001927948734556359
4278,shenzhen,166,0.463855421686747,0.0047755558174858576
4279,knipe,2,0.0,-0.0007294341750237058
4280,schoelkopf,1,0.0,-0.012926316500554492
4281,dementia,39,0.3076923076923077,0.019004533564886253
4282,gravitt,10,0.7,0.008146382076648612
4283,kirsten,91,0.4725274725274725,-0.005273063114956623
4284,kobori,1,1.0,0.02525158041870692
4285,skrumsag,3,0.3333333333333333,-0.008067077610023376
4286,vcr,2,0.0,-0.006321018134328263
4287,reintroduct,6,0.0,-0.028567770525134012
4288,rebelli,3,1.0,0.0034499450888490508
4289,atrium,10,0.5,-0.003930887883956175
4290,bonn,22,0.5,-0.006673900180889077
4291,skikda,1,0.0,-0.0027876516936416328
4292,staffieri,6,0.6666666666666666,-0.003995064709830382
4293,shebik,2,1.0,0.003581312365079437
4294,klein,81,0.5555555555555556,0.008403934152016578
4295,discount,2046,0.4975562072336266,-0.002062000766809999
4296,zofran,10,0.6,-0.00029882331160419544
4297,soto,12,0.3333333333333333,-0.013454512387492526
4298,diverg,151,0.5099337748344371,0.0011395011378959115
4299,baa,41,0.4878048780487805,-0.002561590073713411
4300,nuvo,2,0.5,0.0006469797241016002
4301,eyebright,2,1.0,0.03792544592227985
4302,champert,1,1.0,0.013259226478988943
4303,lute,1,0.0,-0.03888838833611292
4304,brossi,11,0.5454545454545454,-0.0031305437967286574
4305,endow,30,0.43333333333333335,0.001231670503903765
4306,actuat,11,0.7272727272727273,0.04443743761321916
4307,vaughan,6,0.3333333333333333,-0.05770967684754655
4308,annuiti,182,0.510989010989011,0.001865693005366289
4309,worriesbrazil,1,1.0,0.0018460029530200921
4310,capgemini,21,0.6190476190476191,0.0028799971622307952
4311,haller,1,0.0,-0.027414936265316464
4312,cent,5348,0.49607329842931935,-0.0012386254985282676
4313,undevelop,72,0.5138888888888888,-0.00749316100284754
4314,rosenwald,1,0.0,-0.17754065819796952
4315,min,63,0.49206349206349204,0.003420510423800741
4316,netonomi,1,0.0,-0.009962988915221632
4317,centofanti,1,0.0,-0.04572301993023243
4318,nplate,1,0.0,-0.008585114620689687
4319,volodymyr,18,0.7222222222222222,0.011106891505102459
4320,uncomfort,62,0.5161290322580645,0.033464679647238454
4321,sonelgaz,2,0.0,-0.010157425377326588
4322,cuong,1,1.0,0.004846710228634036
4323,dortch,1,1.0,0.01797137401287836
4324,ludwigsburg,1,0.0,-0.02853578492441665
4325,srikakulum,1,0.0,-0.02223368007744636
4326,timechart,1,1.0,0.06408519540336136
4327,atid,1,1.0,0.002369668759098832
4328,oc,6,0.8333333333333334,0.0028762200204692
4329,bianca,2,0.5,0.005349695403109329
4330,class,2879,0.497742271622091,0.00028656522034156137
4331,kyobashi,1,1.0,0.005164190985755007
4332,newibm,1,0.0,-0.044297723174077576
4333,bottler,66,0.5151515151515151,0.000737501109877263
4334,cosmetolog,2,0.0,-0.00912004064042014
4335,libtayo,3,0.0,-0.026975966525461883
4336,picard,8,0.5,0.004406190239838278
4337,certfic,1,1.0,0.006300502662420418
4338,plato,3,0.6666666666666666,0.008455980061920615
4339,raider,20,0.65,-0.010081355154353976
4340,beiersdorf,9,0.5555555555555556,-0.0022168425821641785
4341,tobiszowski,1,0.0,-0.005666698461046577
4342,citywir,1,0.0,-0.004374702446540917
4343,canist,3,0.3333333333333333,-0.006834604445529617
4344,deput,1,0.0,-0.02108160175699202
4345,depositori,94,0.5,0.0028333889020455316
4346,rosemead,1,0.0,-0.05760983199122165
4347,nicer,2,0.5,-0.016996128910779826
4348,fnbo,1,1.0,0.012721599956620113
4349,husseini,5,0.2,-0.003495508473931482
4350,anyway,84,0.36904761904761907,-0.0072111912746891105
4351,barford,2,0.0,-0.004866761722530045
4352,gallagh,142,0.5704225352112676,0.0063976607447833594
4353,refinanciar,1,0.0,-0.009273890860950209
4354,knecht,4,0.5,0.0014258318611119413
4355,kti,1,0.0,-0.00356605
4356,shriti,1,0.0,-0.00317177938898346
4357,ayuezov,1,1.0,0.0056139732863762105
4358,beneath,78,0.5,0.0011686719757886988
4359,tayrona,1,0.0,-0.0011568130187815358
4360,manitex,19,0.5263157894736842,0.004083542872994917
4361,manono,1,1.0,0.0010211555984955202
4362,gur,2,0.0,-0.018267843496289106
4363,mover,122,0.4098360655737705,0.0006581869474684469
4364,toledo,38,0.3684210526315789,-0.006532046899040178
4365,kyproli,17,0.29411764705882354,-0.00920288748467336
4366,sph,5,0.4,-0.010059117729706588
