,word,total_times,proportion,aver_ret
43654,alfalahi,1,0.0,-0.003355786944820841
43655,ojer,2,0.5,0.00527113431541023
43656,gaver,1,1.0,0.016840340881837945
43657,dnv,7,0.2857142857142857,-0.0010619736471068693
43658,concedido,1,0.0,-0.001834119654693063
43659,llorent,1,0.0,-0.00043597850254330716
43660,nei,2,0.5,0.0012265820965339303
43661,alexandr,55,0.5454545454545454,0.008324495849405932
43662,chinaelectr,1,0.0,-0.019441019332367547
43663,dijsselbloem,1,0.0,-0.037306494269867936
43664,construco,2,0.5,-0.002301639683280984
43665,dart,42,0.5238095238095238,0.0017042633772657136
43666,hapsmobil,3,1.0,0.008365872617930183
43667,indiscrimin,8,0.5,-0.005476218689457447
43668,cpac,1,1.0,0.003033624538920879
43669,wickham,2,0.0,-0.005320786843659855
43670,zuma,25,0.36,-0.0008616053144610707
43671,armori,2,0.0,-0.0006686283573468682
43672,ocrant,1,0.0,-0.0037827617091714884
43673,securitistaion,1,0.0,-0.0006489592753523642
43674,ganatra,1,1.0,0.011689421389380521
43675,udw,4,0.5,0.054600482041251286
43676,häagen,3,0.0,-0.09218954325190787
43677,trindad,2,0.0,-0.008459378699662786
43678,lahitapiola,1,0.0,-0.011018179284456286
43679,healthcar,2480,0.5056451612903226,0.00031233081962882525
43680,kurti,1,0.0,-0.014069359590673656
43681,laser,125,0.528,0.007263850331314533
43682,furri,6,0.8333333333333334,0.02024653447303612
43683,scotsman,11,0.45454545454545453,0.00034937945273301197
43684,rhum,8,0.5,-0.0011359960077545262
43685,rumley,1,0.0,-0.006648502097152386
43686,liabil,1278,0.4812206572769953,-0.0033663090536621277
43687,agricola,2,0.5,0.002626516007233538
43688,staiblin,1,0.0,-0.006631099680216756
43689,alvanon,1,1.0,0.006215787016806742
43690,dfi,2,0.5,0.010081481376106111
43691,svb,57,0.42105263157894735,0.0014641512073511433
43692,symdeko,8,0.75,0.01077509947682806
43693,canacol,1,1.0,0.00538980606211171
43694,norovirus,43,0.4418604651162791,-0.007934715105869612
43695,eeyor,1,0.0,-0.021872142992450227
43696,preska,4,1.0,0.01985287170176886
43697,anova,1,1.0,0.0007685556531986821
43698,ill,380,0.4421052631578947,0.0012757879807407122
43699,dill,3,0.6666666666666666,0.009870181128449113
43700,valoris,1,1.0,0.016658062848143102
43701,flame,55,0.41818181818181815,-0.017786666007567516
43702,sbsta,1,0.0,-0.009389422495711838
43703,wakata,1,0.0,-0.002318395047490761
43704,ugo,1,1.0,0.0006032171723237469
43705,dacey,2,0.5,0.006216632285184404
43706,sourc,67007,0.5007536526034594,0.0012485461971245004
43707,lantronix,9,0.4444444444444444,0.013845565369218606
43708,huayu,5,0.8,0.009829356882749465
43709,reinterpret,3,1.0,0.03791661194178183
43710,ruida,1,0.0,-0.005872141772558609
43711,mirabaud,31,0.5483870967741935,0.0002166817636928605
43712,claritin,1,0.0,-0.003402581274550391
43713,siena,17,0.23529411764705882,-0.00347758301931016
43714,kelai,1,0.0,-0.001187373756635216
43715,larraz,1,1.0,0.01751744451131224
43716,catchup,1,0.0,-0.0008899829739508151
43717,mundi,5,0.8,0.012995433773720972
43718,enclav,6,0.5,-0.001652373591212451
43719,soundardje,1,1.0,0.0020938223147412074
43720,wilfri,4,0.75,0.002633668521970763
43721,pplxm,1,1.0,0.07274411077989608
43722,wagen,1,1.0,0.01558282162126091
43723,coulibali,4,0.25,-0.0026689252882963017
43724,burton,37,0.5405405405405406,-0.017222430448749125
43725,targa,32,0.53125,-0.0016606494763337293
43726,zwgqsa,1,1.0,0.42846150590322574
43727,réal,1,0.0,-0.0005412379411764307
43728,calpino,1,0.0,-0.007650579735825078
43729,ccbsi,1,0.0,-0.00478194730620005
43730,ritsuko,19,0.631578947368421,0.003385867212742781
43731,xing,4,0.5,0.0063590302122677475
43732,chainsaw,2,1.0,0.004089388005137764
43733,pipat,1,0.0,-0.0016753221707155664
43734,deltic,6,0.0,-0.01337533118692096
43735,ftmc,2,1.0,0.018005881812337553
43736,tropic,190,0.48947368421052634,-0.003797728501782495
43737,contravent,12,0.4166666666666667,0.002384049824485259
43738,previouslyfurth,1,1.0,0.0014298668395624481
43739,hishida,1,1.0,0.0017527922728904075
43740,breakoff,1,0.0,-0.02875969996812752
43741,adocia,1,0.0,-0.01098847552316428
43742,bertazza,3,0.6666666666666666,-0.002494313794663582
43743,multipoint,1,0.0,-0.011426161547008493
43744,terror,130,0.46153846153846156,-0.0019950632203478004
43745,ellum,1,0.0,-0.0016241451218277634
43746,moncton,1,0.0,-0.0006162606081754383
43747,freigemacht,1,0.0,-0.033988927734760165
43748,shortvill,2,0.5,-0.0043995403043465674
43749,lesjak,4,0.75,0.01566739061521672
43750,checkout,67,0.582089552238806,0.00302099867659449
43751,americanis,1,0.0,-0.0017822678569881622
43752,platerink,2,0.0,-0.03673190571687053
43753,dalian,90,0.5222222222222223,-0.0010364356785900718
43754,hechler,1,1.0,0.00986847210572683
43755,burgan,1,1.0,0.0075480287584022065
43756,belbachir,3,0.3333333333333333,-0.00909931184419503
43757,mmscf,1,1.0,0.0013492502941176074
43758,winarta,2,0.0,-0.005526314328018256
43759,dye,9,0.6666666666666666,0.002071328168524696
43760,isobutylen,1,0.0,-0.015991144521485062
43761,slateri,1,0.0,-0.013696985546218496
43762,one,18515,0.47907102349446395,-0.00093709795995151
43763,safflow,2,1.0,0.06850564821831642
43764,prostat,87,0.5057471264367817,0.008734819090860397
43765,garmin,46,0.5217391304347826,0.008456082127808125
43766,cincor,1,1.0,0.004802231295486209
43767,brogan,2,0.0,-0.005980905779475016
43768,vivier,2,0.5,0.006843680645477475
43769,pegagus,1,0.0,-0.003323338839150947
43770,southernsun,1,0.0,-0.005631650068493116
43771,honeywel,270,0.5,0.0007588432237280193
43772,mccarter,4,0.25,-0.007232068747968118
43773,stanley,1833,0.46372067648663395,-0.0005867752348958554
43774,machin,930,0.5161290322580645,-0.0004459963056300229
43775,nexxus,1,1.0,0.10051721290109894
43776,autoliv,102,0.5784313725490197,-0.0017330623343604133
43777,menez,6,0.5,0.0026914687717888544
43778,yiano,1,0.0,-0.0014334553910836426
43779,wasserman,1,0.0,-0.008974344
43780,romania,124,0.5564516129032258,0.005653688134924892
43781,mcvean,2,0.0,-0.006269598304243422
43782,turonian,1,1.0,0.01584096182661775
43783,gpm,1,0.0,-0.0015928164317045074
43784,gammon,1,1.0,0.004775751426493946
43785,lepcha,4,0.5,0.003793369331750587
43786,scoff,6,0.3333333333333333,-0.005381555664411625
43787,mclaren,38,0.5,-0.0017262197697369237
43788,izoa,1,1.0,0.008950019030506011
43789,susanna,7,0.42857142857142855,0.0012413400755317148
43790,hillenbrand,16,0.5,-0.01105475191463852
43791,nbn,2,0.0,-0.009371287731881712
43792,ehsc,3,0.3333333333333333,-0.004333998163355856
43793,lopresti,1,1.0,0.1144917007529566
43794,hoong,2,0.5,0.015324732916945777
43795,energa,3,0.3333333333333333,-0.023843881609564483
43796,kyungshin,1,1.0,0.005686531269419292
43797,kazkommertsbank,3,0.6666666666666666,0.00031209921991647536
43798,yearamazon,1,0.0,-0.010165575322679287
43799,smoke,223,0.43946188340807174,0.0008712678486664829
43800,ygal,8,0.5,-0.00458493774228648
43801,sunroof,3,0.6666666666666666,0.019931522136674523
43802,kockelkoren,2,0.5,0.005372120937812363
43803,letizia,1,0.0,-0.018605192795970768
43804,bray,1,1.0,0.003510661790606556
43805,croatia,34,0.5294117647058824,0.0031886507818363885
43806,entireti,66,0.5,0.0011619576283847615
43807,ozer,1,0.0,-0.018036279938056617
43808,horner,5,0.4,-0.005712681914594146
43809,scrappier,3,0.0,-0.08339891136661053
43810,bearish,170,0.43529411764705883,-0.00464743778084327
43811,pez,1,0.0,-0.05858942958490571
43812,dpeu,1,1.0,0.01543320851841364
43813,fitel,1,1.0,0.053400749252336434
43814,boaml,2,0.5,0.0028561792418539825
43815,mando,2,0.5,-0.004916097314749773
43816,lebensversicherung,16,0.25,-0.009407896246720882
43817,bendiksen,1,0.0,-0.08312952097568882
43818,neurofibromatosi,2,0.5,-0.008239533720600541
43819,schrader,1,1.0,0.02339042405300109
43820,pbgs,1,0.0,-0.011495390733633988
43821,belimumab,1,0.0,-0.0022040241889176183
43822,wideopenwest,14,0.6428571428571429,0.012603007351618846
43823,xviii,1,0.0,-0.002466293757742751
43824,milki,2,1.0,0.000732058564162722
43825,dustin,16,0.5,0.023091615159930756
43826,battell,1,1.0,0.06305554100000006
43827,stenni,1,1.0,0.009015128566125248
43828,franchi,1,0.0,-0.0021072470634920914
43829,plagiar,4,0.5,-0.003687061094748436
43830,mmta,1,1.0,0.01180782002139932
43831,cajamarquilla,2,0.5,0.0016815202518804685
43832,dahl,11,0.45454545454545453,0.0005753294220704491
43833,vag,1,0.0,-0.0069272231669536034
43834,delevign,1,0.0,-0.005889426681250141
43835,smre,1,0.0,-0.02133441621184141
43836,wein,3,0.6666666666666666,0.002034571957465311
43837,açúcar,26,0.5384615384615384,0.0012226954423830985
43838,placat,24,0.2916666666666667,-0.0051882562567968785
43839,mbalango,1,0.0,-0.0009544323049578696
43840,doubleplusgood,1,0.0,-0.007349045000000039
43841,connaught,2,1.0,0.004607966712270428
43842,kihara,1,0.0,-0.021237841611069442
43843,logistri,1,1.0,0.0027707549452523593
43844,bizisback,1,0.0,-0.04390490454848628
43845,brind,9,0.7777777777777778,0.005191464715477458
43846,liberum,155,0.535483870967742,-0.0008282579711679201
43847,corti,3,0.6666666666666666,-0.002494313794663582
43848,likewis,93,0.5161290322580645,0.0009925198885743084
43849,damron,3,0.3333333333333333,-0.005474311346444075
43850,irrespons,45,0.5111111111111111,0.0011952477722853199
43851,raha,1,1.0,0.0055354217273432356
43852,jan,9964,0.4921718185467684,0.0003458164311737148
43853,surg,2524,0.5051505546751188,0.007125144017335795
43854,uscanada,1,0.0,-0.003424167118959029
43855,masuo,1,1.0,0.022336271601029564
43856,fgts,2,0.5,-0.01129319560335304
43857,pharmasset,6,0.16666666666666666,-0.004876298939635414
43858,schlossberg,1,0.0,-0.012306898801951951
43859,swiftkey,1,1.0,0.008392729857142883
43860,gretzki,1,1.0,0.03129565564685919
43861,hanmi,13,0.6923076923076923,-0.002198789169907377
43862,ngnxnyuxfa,1,0.0,-0.002687380528564871
43863,catv,1,0.0,-0.15166602340540544
43864,owe,465,0.4946236559139785,-0.0011610195897213
43865,prophag,1,0.0,-0.03126232585085567
43866,urska,1,0.0,-0.017485678040450002
43867,hamil,3,0.3333333333333333,-0.00034868451555040877
43868,hustl,9,0.6666666666666666,0.008969118100366817
43869,janowski,18,0.5,-0.027139706311665332
43870,baroin,2,0.0,-0.006153626457949566
43871,mignini,9,0.6666666666666666,-0.011664100009437135
43872,delongchamp,4,0.75,-0.007012397574807344
43873,bankabl,3,0.3333333333333333,-0.0065602828789039155
43874,imaginarium,1,1.0,0.006126801559053681
43875,auschwitz,1,1.0,0.00010464192411322857
43876,consecut,605,0.5173553719008265,-0.0004146532514902836
43877,cucamonga,6,0.16666666666666666,-0.023662782706916397
43878,sourcegoldman,1,0.0,-0.009980250683476518
43879,shmuel,3,1.0,0.005155430419338122
43880,nagarkatti,63,0.4126984126984127,-0.0006473836700825349
43881,tmobil,1,0.0,-0.019858441711201092
43882,hbm,15,0.6,0.013091250225904993
43883,plastich,2,0.0,-0.02654828078787888
43884,naiv,13,0.6923076923076923,-0.002443989019444461
43885,nextdent,1,1.0,0.0057649811730651
43886,aditya,85,0.5529411764705883,0.0026014080884229174
43887,kuffner,5,0.6,-0.0006059587983799519
43888,grainger,20,0.55,-0.0005679732075121558
43889,triggerd,2,0.0,-0.004312916527268744
43890,biolab,10,0.1,0.16904207668466137
43891,debt,6127,0.5017137261302432,0.0024377193105575724
43892,antarctica,1,1.0,0.009915781414096962
43893,stat,22,0.5,-0.028139408722835456
43894,uhf,1,0.0,-0.042713679586095316
43895,gifam,1,1.0,0.013612179880296236
43896,obr,1,1.0,0.004793220068493128
43897,morado,1,0.0,-0.0062133028763542006
43898,bannalotlh,1,0.0,-0.015939669287514228
43899,leen,3,1.0,0.007661935900815454
43900,carnarvon,3,0.3333333333333333,-0.007866863475258187
43901,tesa,4,0.75,0.00023388652162228084
43902,vantagepoint,1,0.0,-0.0033698190325480285
43903,vinita,1,1.0,0.010658189053995626
43904,dalmor,2,0.5,0.00640130677522233
43905,kosma,1,0.0,-0.0003695182456524081
43906,guncontrolnow,2,1.0,0.0006854967025137303
43907,archrock,13,0.6153846153846154,-0.008716916148200513
43908,snoc,1,1.0,0.0028110418195717
43909,tusar,1,1.0,0.000367872
43910,rebrief,2,0.5,-0.004005309035626049
43911,customerscomcast,1,0.0,-0.021168040050743558
43912,merri,8,0.25,-0.0031288479436095114
43913,cmoc,4,0.5,0.0039981579086476576
43914,repetit,27,0.6296296296296297,0.022106758014853484
43915,piero,21,0.6190476190476191,0.000584730615247791
43916,ontic,2,0.0,-0.0048313372905829655
43917,noell,1,0.0,-0.050178309002044064
43918,gsma,13,0.46153846153846156,0.0013410262358398795
43919,underinvest,31,0.5161290322580645,-0.0018997290181182419
43920,scmp,7,0.2857142857142857,-0.007858591842336957
43921,gellerstad,1,0.0,-0.014610721502099104
43922,chairmain,1,1.0,0.015337608842538257
43923,frerich,4,0.25,-0.003079753718284697
43924,yilei,30,0.5666666666666667,0.002847544858264039
43925,editingbi,1,1.0,0.045008957070922034
43926,darnel,2,0.5,-0.009963434608167756
43927,carg,39,0.5641025641025641,-8.282692450224956e-05
43928,vtron,1,1.0,0.0042836121034176096
43929,grangemounth,1,0.0,-0.004845907275561921
43930,wildflow,1,0.0,-0.005105252737122564
43931,unshaken,2,0.0,-0.012501029723529369
43932,pocus,2,1.0,0.004737567224762471
43933,soleo,1,1.0,0.008553808476489034
43934,galenica,12,0.3333333333333333,-0.0035381831123055866
43935,roald,3,0.3333333333333333,0.009721275492319102
43936,wanda,39,0.48717948717948717,-0.0021860066036890743
43937,hellish,1,1.0,0.08888048251952736
43938,zor,2,1.0,0.03275525624689643
43939,terabatak,3,0.3333333333333333,0.007955827315983833
43940,gedu,1,1.0,0.009617747111111094
43941,assunta,1,0.0,-0.018562952686095327
43942,replant,2,0.0,-0.037960677733613724
43943,preliminarili,24,0.4166666666666667,-0.0008348793025391961
43944,tillerson,83,0.4939759036144578,-0.0017258686333693283
43945,earthwork,6,0.6666666666666666,0.008239411932971695
43946,chimer,40,0.55,0.017158932165176864
43947,mizutani,2,0.5,-0.005053180296819854
43948,mitel,9,0.7777777777777778,0.06178972122472293
43949,gomper,1,1.0,0.006251755520996679
43950,glisson,1,1.0,0.005974444753699609
43951,mariam,34,0.5294117647058824,0.0005743108467851412
43952,bluegrass,8,0.75,0.004689254914165067
43953,singson,1,0.0,-0.016299900274013818
43954,giuliani,4,0.0,-0.00502079138465503
43955,wopk,5,0.2,-0.008422191789476023
43956,croc,17,0.47058823529411764,0.015598166373695325
43957,towner,2,0.0,-0.0047443645529573
43958,telefonnummern,1,0.0,-0.033988927734760165
43959,haulag,8,0.75,0.0009341976906935118
43960,dunlap,3,0.6666666666666666,0.004641499865327462
43961,beuchat,1,0.0,-0.053293453110277535
43962,centerpoint,29,0.4482758620689655,0.0008756787334508047
43963,heil,2,0.0,-0.017278084823529452
43964,tonogold,2,1.0,0.2648172225569478
43965,leda,1,1.0,0.017535290295794183
43966,extortionist,4,0.75,0.002338449835098194
43967,childbirth,7,0.42857142857142855,0.17949518413580126
43968,mcclintock,3,0.6666666666666666,0.03817747486354465
43969,ultera,1,1.0,0.002330235765395842
43970,hallow,2,0.0,-0.01504850466981393
43971,aviagen,1,0.0,-0.0012663301612902676
43972,roost,3,0.6666666666666666,0.00650584998073361
43973,pumpmak,3,0.3333333333333333,0.0007044905568299609
43974,mandromondromotra,1,1.0,1.417932831748129e-05
43975,coulomb,1,0.0,-0.007426119164607162
43976,seko,8,0.5,-0.0063366591801449065
43977,vidangel,1,1.0,0.0090803344199941
43978,pomeri,1,1.0,0.013041185208398864
43979,mmi,1,1.0,0.0104387444941139
43980,hostil,381,0.45144356955380577,-0.003216559138358146
43981,strigini,6,0.3333333333333333,0.002909392899056664
43982,vetteri,1,0.0,-0.015450967190138644
43983,memx,8,0.75,0.003478748776444656
43984,biosolut,32,0.46875,-0.002127503837633428
43985,lawfirm,2,1.0,0.06750957424505816
43986,verena,1,1.0,0.006015438695638562
43987,pepkor,1,0.0,-0.01362121802182813
43988,tokopedia,9,0.3333333333333333,-0.002153116377011444
43989,coljuego,1,0.0,-0.01843042066666664
43990,enchova,20,0.45,-0.0034179415840309675
43991,adjourn,53,0.5094339622641509,0.00633414338601513
43992,acuri,6,0.5,0.0031782111616782947
43993,amenduni,1,1.0,0.007820447782318558
43994,hazi,12,0.4166666666666667,0.00469498441855626
43995,ogier,1,0.0,-0.011454419029806972
43996,piolin,1,0.0,-0.026247947710471103
43997,ctg,11,0.5454545454545454,0.01145390418978759
43998,rich,636,0.46226415094339623,-0.0005781218126444864
43999,inici,1,0.0,-0.001834119654693063
44000,mayb,309,0.4627831715210356,0.0006972990770563049
44001,killik,1,1.0,2.593166728795913e-05
44002,extremi,2,0.5,-0.0007671246807197754
44003,uplubi,1,1.0,0.13783743787096772
44004,abinaya,18,0.4444444444444444,0.0014639361373498761
44005,aden,4,0.25,-0.002888019033374748
44006,nysingh,1,1.0,0.005038357580194999
44007,gemalto,46,0.391304347826087,-0.0069950108294963035
44008,roskil,3,0.3333333333333333,-0.01395222076937932
44009,smirnoff,27,0.5555555555555556,0.01065436825538397
44010,supercard,1,1.0,0.06654616552730118
44011,gamida,6,0.16666666666666666,-0.01147436259583204
44012,petrobot,1,1.0,0.007978024695110927
44013,entegri,34,0.7647058823529411,0.014564704428651827
44014,bridget,17,0.5294117647058824,0.001032509504193809
44015,atd,2,0.5,0.009294876999626766
44016,behik,1,1.0,0.028799175136125718
44017,chewbacca,1,0.0,-0.0158443575076252
44018,temasek,114,0.39473684210526316,-0.000920097762233853
44019,virustot,1,1.0,0.004662616408094449
44020,hornet,56,0.6071428571428571,0.001561872865047465
44021,corrient,1,1.0,0.022777594149253653
44022,hofmann,4,0.5,-0.0032992946568374394
44023,mineoptim,1,1.0,0.008384102865746538
44024,veasley,1,1.0,0.006471370789967046
44025,pnqpag,1,0.0,-0.00044371595862943567
44026,sanofi,560,0.45357142857142857,-0.004546238272613181
44027,outmaneuv,8,0.625,0.0011929606663746489
44028,naeringsliv,6,0.5,-0.006691643255567539
44029,kontemirov,1,1.0,0.006992126145299163
44030,matador,15,0.4,-0.013716894168881643
44031,holaday,1,0.0,-0.028825972175426408
44032,iccr,5,0.0,-0.0294911513042004
44033,saragossa,2,0.0,-0.022431592801905615
44034,delamanid,1,0.0,-0.0015535063377308525
44035,yehia,1,0.0,-0.009573786284228156
44036,harrah,25,0.44,0.004230538917317596
44037,matuszewski,3,0.0,-0.011448637968856158
44038,ibl,1,0.0,-0.008418760051753887
44039,ankur,101,0.48514851485148514,-0.0008250456121400844
44040,llac,1,0.0,-0.003060891152179155
44041,concophillip,1,1.0,0.016844590080681964
44042,tradeflow,2,0.0,-0.017168889658743615
44043,szymanski,5,0.4,-0.008177064372112347
44044,filgrastim,1,0.0,-0.0013052066795952962
44045,frosta,1,1.0,0.006862557397603878
44046,giorgio,10,0.5,-0.0017966321686807795
44047,asustek,5,0.6,0.0014347448955521673
44048,deport,29,0.4827586206896552,-0.0002897984068868147
44049,groupama,4,0.25,-0.0019422034916075496
44050,tartaruga,12,0.5,-0.0025144088916476182
44051,kinvey,1,1.0,0.0027596595996106517
44052,springi,3,0.6666666666666666,0.003985870607786348
44053,fergus,52,0.40384615384615385,-0.01025353954292091
44054,agder,1,1.0,0.017936485874601775
44055,afton,3,0.6666666666666666,-0.03138040474986432
44056,althusmann,1,1.0,0.00604634028760641
44057,dome,15,0.5333333333333333,0.027898802328057238
44058,kazmunayga,1,0.0,-0.003314686349131041
44059,enav,6,0.3333333333333333,-0.003548289600462103
44060,noligwa,1,1.0,0.003055665952095814
44061,imigração,1,1.0,0.0032606836478122053
44062,gruebel,1,0.0,-0.01784381762870518
44063,ramesh,7,0.7142857142857143,0.00765701325116897
44064,pasudotox,2,1.0,0.0026633121493226017
44065,slower,652,0.4677914110429448,-0.0034511644835734435
44066,ridza,1,0.0,-0.016939219466833556
44067,napco,6,0.6666666666666666,0.036499142442552056
44068,odb,11,0.36363636363636365,-0.007986965090530807
44069,vrtx,1,0.0,-0.04326914286525512
44070,inv,1,0.0,-0.05052503440350878
44071,idezawa,1,1.0,0.09848814597796504
44072,rivalri,65,0.47692307692307695,-0.0033523714783097614
44073,sanquin,1,0.0,-0.00596936100692675
44074,dealreport,4,0.5,0.0019421212112962186
44075,ehler,3,0.0,-0.2855412824746852
44076,tal,55,0.5454545454545454,0.007349840910155878
44077,immsa,1,0.0,-0.00789646175706212
44078,kornfeld,1,0.0,-0.006487933911667239
44079,dewhurst,1,0.0,-0.0060310315896262645
44080,blunt,88,0.45454545454545453,-0.0010406740028671242
44081,barrier,278,0.43884892086330934,0.0006333343875682364
44082,junin,1,1.0,0.01029631410408592
44083,serdar,1,0.0,-0.06445178053843645
44084,eleva,2,0.5,-0.016465895262327022
44085,daign,3,0.0,-0.00831794562952413
44086,echo,475,0.511578947368421,0.00015552508808941516
44087,elvi,2,0.5,0.005387870264038681
44088,loureiro,4,0.75,0.007831377111846385
44089,turnaround,932,0.4924892703862661,-0.0010177245737515417
44090,lyxumia,2,0.5,0.007167543112024676
44091,burwick,1,1.0,0.0312164150312908
44092,keurig,26,0.6153846153846154,0.003623385857213125
44093,privredna,1,0.0,-0.02033351937384556
44094,guaoff,1,0.0,-0.03323474029737608
44095,mitusbishi,4,0.25,-0.004205785195147846
44096,standardaero,4,1.0,0.011474163004665661
44097,sarboraria,1,0.0,-0.005897798707360196
44098,reforma,3,0.3333333333333333,-0.0016674374997757528
44099,an,4,0.75,-0.0049894621092622625
44100,behan,1,1.0,0.004182545588235216
44101,lyell,1,1.0,0.007917481859280701
44102,michiquillay,2,0.0,-0.005266912555004803
44103,opcapita,2,0.5,-0.003415087634931794
44104,pile,410,0.551219512195122,0.005101224595009505
44105,smiledirect,2,0.0,-0.04491559212366635
44106,kolbert,3,0.3333333333333333,-0.0589513031173762
44107,abolit,3,0.0,-0.018738888338199613
44108,rander,1,1.0,0.003720681567508221
44109,merc,7,0.5714285714285714,-0.010948884434652488
44110,klaver,1,0.0,-0.02196401377390337
44111,dkni,5,0.6,0.012594126801040975
44112,wize,1,1.0,0.0057135907473909045
44113,wwe,45,0.5555555555555556,0.009941193476229229
44114,probeabbott,1,1.0,0.013500245459008277
44115,jyoti,1,0.0,-0.009541090984962485
44116,gearhart,1,1.0,0.003366706149488919
44117,reciss,2,0.0,-0.0046211707068749604
44118,sora,2,0.5,-0.008537864479699182
44119,finlog,1,0.0,-0.03600001442336262
44120,rynd,1,1.0,0.0052042192430277676
44121,perelman,11,0.2727272727272727,-0.020875828134979516
44122,align,592,0.46621621621621623,-0.0018667338809331196
44123,viscient,1,0.0,-0.020502020230769247
44124,saad,27,0.5185185185185185,0.0013517190815544923
44125,keloid,3,1.0,0.025864425164152643
44126,refresh,191,0.5235602094240838,0.0032000061271293054
44127,oz,1,0.0,-0.014861435649706444
44128,mossack,7,0.5714285714285714,-0.004050062826521824
44129,nent,1,0.0,-0.02736957017597145
44130,kinsey,3,0.3333333333333333,-0.0030311499469671335
44131,aviva,84,0.42857142857142855,-0.0010887652394769545
44132,islip,3,0.6666666666666666,0.019741968058280077
44133,guantanamo,1,0.0,-0.008438750086383565
44134,shervin,2,1.0,0.0032885620780406704
44135,uniwheel,12,0.5833333333333334,0.003704202619567367
44136,lucha,1,1.0,0.020847612434540332
44137,soulpepp,1,0.0,-0.000509688442023145
44138,lemonni,1,1.0,0.02297425324409451
44139,manorhaven,1,0.0,-0.0121615641868131
44140,ricochet,1,1.0,0.012775414161898929
44141,aircel,10,0.2,-0.0007080238819535494
44142,selmo,1,1.0,0.0158037053511451
44143,randgrid,1,1.0,0.005089698257028026
44144,compensazion,1,1.0,0.0038346213860322963
44145,gongda,2,0.5,-0.06697681697586375
44146,lineag,5,0.6,0.010827864932692055
44147,staffeldt,1,1.0,0.04823358545454545
44148,fisa,2,0.5,-0.0015347151632722576
44149,walbrecht,1,1.0,0.015979867352941254
44150,zittrain,3,0.6666666666666666,0.006796208542594394
44151,fábio,3,1.0,0.004478622176100636
44152,encumb,12,0.4166666666666667,-0.0026324897705390002
44153,koblin,1,0.0,-0.000559522
44154,vcpe,2,0.5,0.009623593508100808
44155,ishita,25,0.44,0.010214323257585025
44156,brzeski,2,0.5,0.0005959972416220093
44157,rpmglobal,2,0.5,-0.0023445599501153336
44158,brt,3,0.6666666666666666,0.004370970038078309
44159,acker,1,1.0,0.01161315365765757
44160,proscar,1,0.0,-0.004477321076881612
44161,minolta,20,0.65,0.0024289328654841296
44162,cemar,1,0.0,-0.02572970048204556
44163,luminus,3,0.0,-0.0201183238581114
44164,werr,2,0.5,0.0027666924673510353
44165,avadel,19,0.5263157894736842,-0.01887112335058071
44166,xuan,7,0.5714285714285714,-0.004505056595166383
44167,convenientpow,1,0.0,-0.011104177886562004
44168,ancap,2,0.0,-0.008341964507893204
44169,laier,34,0.5,-0.0071206861583513045
44170,christiansen,4,0.5,0.006493873763256164
44171,cystinosi,2,0.5,0.023294905971528033
44172,macerich,30,0.5,0.002435181295758081
44173,oduyoy,1,1.0,0.003924790075077778
44174,aub,1,1.0,0.009965229688524571
44175,habtoor,1,1.0,0.012972413857142795
44176,boy,135,0.5333333333333333,0.013572579215309398
44177,stranglehold,5,0.8,0.01726600220507731
44178,gener,14,0.7142857142857143,0.018052502095369523
44179,pemco,2,0.5,0.009140014255611789
44180,millionth,2,1.0,0.006445471836979166
44181,asah,1,0.0,-0.007775254297872285
44182,bobbi,29,0.41379310344827586,-0.001705360178349959
44183,muara,1,0.0,-0.012523157997245252
44184,teedrum,2,1.0,0.01744445928457345
44185,cursor,2,0.0,-0.008994514845345657
44186,predecision,1,1.0,0.002207311247148229
44187,zix,10,0.5,-0.0028590259934378826
44188,hautelook,1,0.0,-0.02939431830769228
44189,hillsid,6,0.6666666666666666,0.04817099616678283
44190,ceopackag,1,1.0,0.0016226542993451193
44191,flaura,5,0.6,-0.051981711720795874
44192,monazit,1,1.0,0.008988088252498385
44193,gaggl,2,0.0,-0.012209372476035282
44194,península,8,0.25,0.004688748192131081
44195,pdos,1,1.0,0.04224464435315358
44196,meredith,206,0.5388349514563107,0.004480199404027863
44197,xiaotong,3,0.3333333333333333,-0.019551804553663656
44198,pmo,1,0.0,-0.0008420280999260122
44199,headstrong,1,0.0,-0.0010707953909132352
44200,cerro,33,0.48484848484848486,0.0009598035363127797
44201,ellich,1,1.0,0.010747417897343835
44202,skimp,4,0.5,-0.0047671716394263475
44203,molica,5,0.4,0.0008770613768474538
44204,produtor,1,0.0,-0.0228143596808236
44205,danang,1,0.0,-0.009562366900838488
44206,iypndq,1,0.0,-0.003383534747760363
44207,qureshi,7,0.5714285714285714,0.0009244516734724642
44208,dclg,2,0.5,0.004282470251520476
44209,helfman,1,0.0,-0.015444037112484025
44210,insitro,2,0.5,-0.0015250846134201145
44211,mellitah,2,0.5,-0.006876341886696058
44212,baseless,72,0.5694444444444444,-0.0016163413458921893
44213,francois,2,0.0,-0.010374619658985628
44214,betwe,2,0.0,-0.01472365012937155
44215,cott,20,0.55,0.020485936124362378
44216,stabil,1043,0.5110258868648131,0.00031929835677893135
44217,tabar,1,1.0,0.004678248323656508
44218,backstop,67,0.3582089552238806,-0.008296137180171808
44219,metagri,1,0.0,-0.021180789326283943
44220,fleetwood,3,0.3333333333333333,0.015510560903318584
44221,renehan,1,0.0,-0.18280224984773671
